 Play beginning (4),ACTI
 Play opener (4),ACTI
 Play opener (4),ACTI
 Play opening (4),ACTI
 In office as a stopgap (6),ACTING
 Director's word (6),ACTION
 On the go (6),ACTIVE
 Boston suburb (5),ACTON
 Take the bull by the horns (5),ACTON
 Book by Moss Hart (6),ACTONE
 Man of parts (5),ACTOR
 Meryl Streep. to the politically correct (5),ACTOR
 Performer (5),ACTOR
 SAG member (5),ACTOR
 SAG members (6),ACTORS
 Play charades (6),ACTOUT
 Bible book (4),ACTS
 Bible book (4),ACTS
 Hams it up (4),ACTS
 Play parts (4),ACTS
 Play parts (4),ACTS
 Takes the stage (4),ACTS
 Honest-to-goodness (6),ACTUAL
 Malfunction (5),ACTUP
 Malfunction (5),ACTUP
 Misbehave (5),ACTUP
 Sharpness (6),ACUITY
 Keenness of judgment (6),ACUMEN
 Integra maker (5),ACURA
 Legend maker (5),ACURA
 Legend maker (5),ACURA
 Legend maker (5),ACURA
 Legend maker (5),ACURA
 Legend maker (5),ACURA
 Severe and sharp (5),ACUTE
 Axiom (5),ADAGE
 Pithy saying (5),ADAGE
 Proverb (5),ADAGE
 Saying (5),ADAGE
 Saying (5),ADAGE
 Saying (5),ADAGE
 Maxims (6),ADAGES
 Saws (6),ADAGES
 Slower than andante (6),ADAGIO
 Robin of song (5),ADAIR
 Allan-__ (5),ADALE
 Ant on MTV (4),ADAM
 Economist Smith (4),ADAM
 Economist Smith (4),ADAM
 Economist Smith (4),ADAM
 Economist Smith (4),ADAM
 First of men (4),ADAM
 One of the Cartwright boys (4),ADAM
 One of the Ponderosa boys (4),ADAM
" West of ""Batman"" (4)",ADAM
" West of ""Batman"" (4)",ADAM
 __ Clayton Powell Jr. (4),ADAM
 First Lady Abigail (5),ADAMS
 John or John Q. (5),ADAMS
 Photographer Ansel (5),ADAMS
 __ apple (5),ADAMS
 Bell town (5),ADANO
 Bell town (5),ADANO
 Hersey bell town (5),ADANO
 Hersey bell town (5),ADANO
 Hersey title word (5),ADANO
 Hersey title word (5),ADANO
 Hersey town (5),ADANO
 Conform (5),ADAPT
 Make suitable (5),ADAPT
 Makes adjustments (6),ADAPTS
 Month after Shevat (4),ADAR
 Shebat follower (4),ADAR
 Sixth month of the Hebrew calendar (4),ADAR
" ""__ which will live in infamy"" (5)",ADATE
 Extra __ attraction (5),ADDED
 Found the sum of (5),ADDED
 Calculator input (6),ADDEND
 Calculating snake? (5),ADDER
 Harmless crawler (5),ADDER
 Confuse (5),ADDLE
 Confuse (5),ADDLE
 Increase (5),ADDON
 Practices Chisanbop (4),ADDS
 Tacks on (4),ADDS
 Tacks on (4),ADDS
 Throws in (4),ADDS
" ""Gimmee  ____"" (cheerleaders' cry) (4)",ADEE
" ""Zip-__-Doo-Dah"" (4)",ADEE
" ""Zip-___-Doo-Dah"" (4)",ADEE
" ""Zip-____-Doo-Dah"" (4)",ADEE
" ""Zip-_____-Doo-Dah"" (4)",ADEE
" ""Doe. __ ..."" (5)",ADEER
" ""A Passage To India"" character (5)",ADELA
 Daughter of William the Conqueror (5),ADELA
 Journalist Rogers St. Johns (5),ADELA
 Journalist Rogers St. Johns (5),ADELA
 Writer St. John (5),ADELA
 __ Rogers St. Johns (5),ADELA
 An Astaire (5),ADELE
 An Astaire (5),ADELE
 Fashion's Simpson (5),ADELE
 Food author Davis (5),ADELE
 Fred Astaire's sister (5),ADELE
 Fred Astaire's sister (5),ADELE
 Fred's sister (5),ADELE
 Arabian Sea gulf (4),ADEN
 Arabian Sea gulf (4),ADEN
 Arabian Sea gulf (4),ADEN
 Arabian Sea gulf (4),ADEN
 Arabian gulf (4),ADEN
 Asian gulf (4),ADEN
 Mideast gulf (4),ADEN
 Yemeni port (4),ADEN
 Yemeni port (4),ADEN
 Yemeni port (4),ADEN
 Yemeni port (4),ADEN
 Proficient (5),ADEPT
 Shows advanced skill (5),ADEPT
 Skillful (5),ADEPT
 Hot-weather quenchers (4),ADES
 Lime drinks (4),ADES
 Summer quaffs (4),ADES
 Summer quenchers (4),ADES
 Stick (6),ADHERE
 For a specific purpose (5),ADHOC
 Type of committee (5),ADHOC
 On ____ (reducing) (5),ADIET
 What we all are on (5),ADIET
" ""Bye-bye. Brigitte"" (5)",ADIEU
 Amiens farewell! (5),ADIEU
 Farewell. to Francoise (5),ADIEU
 Parting word (5),ADIEU
 Tours ta-ta (5),ADIEU
 Farewells (6),ADIEUS
" ""Brother. Can You Spare __?"" (5)",ADIME
 Stop on __ (5),ADIME
 Tennis score (4),ADIN
 Tennis term (4),ADIN
 Baja bye-bye (5),ADIOS
 So long in San Juan (5),ADIOS
 So long. senor (5),ADIOS
 Tampico ta-ta (5),ADIOS
 Fine-tune (6),ADJUST
 Tweak (6),ADJUST
 Dwight's two-time opponent (5),ADLAI
 Politico Stevenson (5),ADLAI
 Austrian psychiatrist Alfred (5),ADLER
 Luther of stage (5),ADLER
 Do some improv (5),ADLIB
 Make it up as you go (5),ADLIB
 Off-the-cuff (5),ADLIB
 Clio earners (5),ADMEN
 Madison Avenue-types (5),ADMEN
 Fess up (5),ADMIT
 Own up to (5),ADMIT
 High ranking naval personnel (4),ADMS
 Cliff-dweller's abode (5),ADOBE
 Pueblo building material (5),ADOBE
" ""My Life as __"" (1987 film) (4)",ADOG
" "" ... not __? When it's ajar."" (5)",ADOOR
 Take as one's own (5),ADOPT
 Be ga-ga over (5),ADORE
 Be mad about (5),ADORE
 Cherish (5),ADORE
 Idolize (5),ADORE
 Idolize (5),ADORE
 Like a lot (5),ADORE
 Only have eyes for (5),ADORE
 Really fancy (5),ADORE
 Revere (5),ADORE
 Revere (5),ADORE
 Worship (5),ADORE
 Worship (5),ADORE
 Worship (5),ADORE
 Old actress Renee (6),ADOREE
 Infatuated one (6),ADORER
 Decorate (5),ADORN
 Dress up (5),ADORN
 Commotions (4),ADOS
 Fusses (4),ADOS
 Fusses (4),ADOS
 Hubbubs (4),ADOS
 Troubles (4),ADOS
" ""What __ it is getting old"": The Rolling Stones (5)",ADRAG
 Name of six popes (6),ADRIAN
 Name of six popes (6),ADRIAN
 Directionless (6),ADRIFT
 Skillful (6),ADROIT
 Together. musically (4),ADUE
 Together. musically (4),ADUE
 Legal-age attainers (6),ADULTS
 Burned (5),ADUST
 GIZMO (4),ADZE
 Wood dresser (4),ADZE
 Wood-shaping tool (4),ADZE
 Wood-shaping tool (4),ADZE
 Axlike tools (5),ADZES
 Yellow-fever mosquito (5),AEDES
 Arm of the Mediterranean (6),AEGEAN
 Protection (5),AEGIS
 Vowel sequence (5),AEIOU
 Legendary Trojan (6),AENEAS
 A long. long time (4),AEON
 Age (4),AEON
 Eternity (4),AEON
 Many a millennium (4),AEON
 Charge with gas (6),AERATE
 Fill with fizz (6),AERATE
 Make fizzy (6),AERATE
 Put in fizz (6),AERATE
 Antenna (6),AERIAL
 Eaglet's home (5),AERIE
 Lofty abode (5),AERIE
 Dynamic beginning (4),AERO
 Dynamic start (4),AERO
 Dynamic start (4),AERO
 Dynamic starter (4),AERO
 Eddie Rickenbacker's 94th ___ Squadron (4),AERO
 Eddie Rickenbacker's 94th _____ Squadron (4),AERO
 Flying start? (4),AERO
 Plane starter. in the old days (4),AERO
 Prefix for space (4),AERO
 Prefix for space (4),AERO
 Onetime Houston hockey team (5),AEROS
 Famous fabulist (5),AESOP
 Big name in insurance (5),AETNA
 HMO provider (5),AETNA
 A great distance (4),AFAR
 A great distance (4),AFAR
 Father's robes (4),AFAR
 From a distance (4),AFAR
 In the distance (4),AFAR
 In the distance (4),AFAR
 Way off (4),AFAR
 Way off (4),AFAR
 Way off (4),AFAR
 Way. way off (4),AFAR
 Whence the lovelorn worship (4),AFAR
 Worshiper's distance? (4),AFAR
 Yonder (4),AFAR
 Forbidden romance (6),AFFAIR
 Fasten (5),AFFIX
 Be able to pay the cost of (6),AFFORD
 Brawl (6),AFFRAY
 Not worth _____ (4),AFIG
 Flaming (5),AFIRE
 In flames (5),AFIRE
 Lit (5),AFIRE
 Having___ :irritated (4),AFIT
 Throw __ (go ape) (4),AFIT
 Burning (6),AFLAME
" ""___ in her ear"": Feydeau (5)",AFLEA
 Cruising (6),AFLOAT
 Play for _____ (5),AFOOL
 Previous to (5),AFORE
 Shivering in one's shoes (6),AFRAID
 Big 'do (4),AFRO
 Curly coif (4),AFRO
 Frizzy 'do (4),AFRO
 High hairdos (5),AFROS
 Rounded coifs (5),AFROS
 Behind in place (5),AFTER
 Following (5),AFTER
 Later on (5),AFTER
" ""Flow gently. sweet ____"": Burns (5)",AFTON
" ""It's only _____"" (disclaimer) (4)",AGAG
 Anew (5),AGAIN
 In return (5),AGAIN
" ""I've got ____ in...."" (4)",AGAL
 Cords of wool which hold the kaffiyeh (4),AGAL
 Iguana (5),AGAMA
 Tropical lizard (5),AGAMA
 Capital of Guam (5),AGANA
 Guam capital (5),AGANA
 In a state of amazement (5),AGAPE
 In a state of wonder (5),AGAPE
 Alga extract (4),AGAR
 Culture medium (4),AGAR
 Food stabilizer (4),AGAR
 Gel agent (4),AGAR
 John of 67A (4),AGAR
 Lab medium (4),AGAR
 Seaweed substance (4),AGAR
 Turkish bigwigs (4),AGAS
 Turkish leaders (4),AGAS
 Andre of tennis (6),AGASSI
" ""Our Gang"" prop. sometimes (5)",AGATE
 Banded gem (5),AGATE
 Banded gem (5),AGATE
 Chalcedony (5),AGATE
 Marbles (6),AGATES
 Playing marbles (6),AGATES
 Century plant (5),AGAVE
 Rope material (5),AGAVE
 Elderly (4),AGED
 Long in the tooth (4),AGED
